Sensorgram Fc=1_X	Sensorgram Fc=1_Y	Sensorgram Fc=2_X	Sensorgram Fc=2_Y	 Fc2 - Fc1_X	 Fc2 - Fc1_Y
0.5	17632.2	0.6	19149.9	1.6	1517.41
1.5	17632.2	1.6	19149.6	2.6	1517.66
2.5	17632.2	2.6	19149.9	3.6	1517.35
3.5	17632.5	3.6	19149.7	4.6	1517.3
4.5	17632.5	4.6	19149.8	5.6	1517.33
5.5	17632.5	5.6	19149.8	6.6	1517.28
6.5	17632.4	6.6	19149.7	7.6	1517.6
7.5	17632.2	7.6	19149.9	8.6	1517.41
8.5	17632.4	8.6	19149.7	9.6	1517.17
9.5	17632.4	9.6	19149.6	10.6	1517.35
10.5	17632.6	10.6	19149.9	11.6	1517.72
11.5	17632.3	11.6	19150.2	12.6	1517.45
12.5	17632.6	12.6	19149.9	13.6	1517.3
13.5	17632.5	13.6	19149.9	14.6	1517.5
14.5	17632.5	14.6	19150	15.6	1517.28
15.5	17632.6	15.6	19149.8	16.6	1517.31
16.5	17632.6	16.6	19149.9	17.6	1517.43
17.5	17632.7	17.6	19150.1	18.6	1517.28
18.5	17632.6	18.6	19149.9	19.6	1517.18
19.5	17632.5	19.6	19149.7	20.6	1517.35
20.5	17632.6	20.6	19149.9	21.6	1517.4
21.5	17632.7	21.6	19150	22.6	1517.38
22.5	17632.8	22.6	19150.1	23.6	1517.41
23.5	17632.6	23.6	19150.1	24.6	1516.83
24.5	17632.5	24.6	19149.4	25.6	1517.16
25.5	17632.4	25.6	19149.6	26.6	1517.35
26.5	17631.9	26.6	19149.5	27.6	1517.75
27.5	17632.3	27.6	19149.8	28.6	1517.29
28.5	17632.5	28.6	19149.7	29.6	1517.5
29.5	17632.5	29.6	19150	30.6	1516.76
30.5	17631.7	30.6	19148.9	31.6	1517.46
31.5	17630.8	31.6	19148.7	32.6	1518
32.5	17630.9	32.6	19148.8	33.6	1517.85
33.5	17630.9	33.6	19148.7	34.6	1518.41
34.5	17632.1	34.6	19149.9	35.6	1517.45
35.5	17632.6	35.6	19149.8	36.6	1517.32
36.5	17632.7	36.6	19150	37.6	1517.23
37.5	17632.5	37.6	19149.8	38.6	1517.62
38.5	17632.6	38.6	19150.1	39.6	1517.53
39.5	17632.6	39.6	19150.1	40.6	1517.63
40.5	17632.3	40.6	19150.1	41.6	1517.07
41.5	17632.8	41.6	19149.7	42.6	1517.33
42.5	17632.5	42.6	19150	43.6	1517.35
43.5	17632.4	43.6	19149.8	44.6	1517.69
44.5	17632.1	44.6	19149.9	45.6	1517.8
45.5	17632.1	45.6	19149.9	46.6	1517.66
46.5	17632.5	46.6	19149.9	47.6	1517.56
47.5	17632.2	47.6	19149.9	48.6	1517.43
48.5	17632.4	48.6	19149.7	49.6	1517.32
49.5	17632.2	49.6	19149.6	50.6	1517.38
