Sensorgram Fc=1_X	Sensorgram Fc=1_Y	Sensorgram Fc=2_X	Sensorgram Fc=2_Y	 Fc2 - Fc1_X	 Fc2 - Fc1_Y
0.5	14505.9	0.6	15714.1	1.6	1208.28
1.5	14505.7	1.6	15714.1	2.6	1208.26
2.5	14505.7	2.6	15714	3.6	1208.44
3.5	14505.5	3.6	15714	4.6	1208.83
4.5	14505.7	4.6	15714.4	5.6	1208.32
5.5	14505.6	5.6	15714	6.6	1208.61
6.5	14505.6	6.6	15714.2	7.6	1208.52
7.5	14505.7	7.6	15714.2	8.6	1208.62
8.5	14505.5	8.6	15714.2	9.6	1208.74
9.5	14505.5	9.6	15714.2	10.6	1208.88
10.5	14505.4	10.6	15714.3	11.6	1208.86
11.5	14505.3	11.6	15714.2	12.6	1208.79
12.5	14505.6	12.6	15714.2	13.6	1207.69
13.5	14505.5	13.6	15713.3	14.6	1207.78
14.5	14505.6	14.6	15713.3	15.6	1207.49
15.5	14505.6	15.6	15713.1	16.6	1208.09
16.5	14505.2	16.6	15713.5	17.6	1208.12
17.5	14505.3	17.6	15713.4	18.6	1208.25
18.5	14505.2	18.6	15713.5	19.6	1208.11
19.5	14505.1	19.6	15713.3	20.6	1207.88
20.5	14505.5	20.6	15713.2	21.6	1207.4
21.5	14505.2	21.6	15712.8	22.6	1208.28
22.5	14505.1	22.6	15713.4	23.6	1208.17
23.5	14504.9	23.6	15713.2	24.6	1208.44
24.5	14504.5	24.6	15713.2	25.6	1208.04
25.5	14504.8	25.6	15712.7	26.6	1207.92
26.5	14504.3	26.6	15712.4	27.6	1208.45
27.5	14504.7	27.6	15712.9	28.6	1208.17
28.5	14504.8	28.6	15712.9	29.6	1208.13
29.5	14504.8	29.6	15712.9	30.6	1207.82
30.5	14504.1	30.6	15712.3	31.6	1208.03
31.5	14503.4	31.6	15711.7	32.6	1208.34
32.5	14503.3	32.6	15711.6	33.6	1208.19
33.5	14503.2	33.6	15711.4	34.6	1209.02
34.5	14505.1	34.6	15713.2	35.6	1208.16
35.5	14505.3	35.6	15713.3	36.6	1208.05
36.5	14505.2	36.6	15713.3	37.6	1208.32
37.5	14505.1	37.6	15713.5	38.6	1207.92
38.5	14505.2	38.6	15713.1	39.6	1207.57
39.5	14505.2	39.6	15712.7	40.6	1207.68
40.5	14505.2	40.6	15712.9	41.6	1207.85
41.5	14505.1	41.6	15713	42.6	1207.72
42.5	14505	42.6	15712.8	43.6	1208.1
43.5	14504.8	43.6	15713	44.6	1208.03
44.5	14504.7	44.6	15712.7	45.6	1207.96
45.5	14504.9	45.6	15712.7	46.6	1208.01
46.5	14504.8	46.6	15712.8	47.6	1208.24
47.5	14504.6	47.6	15712.9	48.6	1208.45
48.5	14504.4	48.6	15713	49.6	1208.38
49.5	14504.5	49.6	15712.8	50.6	1208.32
50.5	14504.8	50.6	15712.9	51.6	1207.8
51.5	14504.8	51.6	15712.6	52.6	1208.31
52.5	14504.4	52.6	15712.9	53.6	1208.1
53.5	14504.6	53.6	15712.6	54.6	1208.03
54.5	14504.4	54.6	15712.5	55.6	1208.12
55.5	14504.5	55.6	15712.5	56.6	1208.12
56.5	14504.4	56.6	15712.6	57.6	1207.9
57.5	14504.4	57.6	15712.3	58.6	1208.19
58.5	14504.4	58.6	15712.6	59.6	1208.19
59.5	14504.3	59.6	15712.5	60.6	1208.32
60.5	14504.2	60.6	15712.5	61.6	1208.16
61.5	14504.1	61.6	15712.3	62.6	1208.26
62.5	14504.3	62.6	15712.5	63.6	1208.46
63.5	14504	63.6	15712.6	64.6	1208.39
64.5	14504	64.6	15712.4	65.6	1208.31
65.5	14504.1	65.6	15712.4	66.6	1207.97
66.5	14504.2	66.6	15712.1	67.6	1207.93
67.5	14504.1	67.6	15712.1	68.6	1207.99
68.5	14504	68.6	15712	69.6	1208.09
69.5	14504.1	69.6	15712.2	70.6	1207.74
70.5	14504	70.6	15711.8	71.6	1207.94
71.5	14504.1	71.6	15712	72.6	1207.81
72.5	14504.1	72.6	15711.9	73.6	1207.87
73.5	14504.2	73.6	15712	74.6	1207.59
74.5	14504.2	74.6	15711.8	75.6	1208.02
75.5	14504.1	75.6	15712.1	76.6	1207.81
76.5	14504.1	76.6	15711.9	77.6	1207.97
77.5	14504	77.6	15712	78.6	1207.84
78.5	14504.2	78.6	15711.9	79.6	1207.73
79.5	14504.2	79.6	15711.9	80.6	1207.65
80.5	14504	80.6	15711.7	81.6	1207.7
81.5	14504.1	81.6	15711.8	82.6	1207.56
82.5	14504	82.6	15711.6	83.6	1207.76
83.5	14503.9	83.6	15711.7	84.6	1207.9
84.5	14503.8	84.6	15711.7	85.6	1207.65
85.5	14504.1	85.6	15711.6	86.6	1207.59
86.5	14504.1	86.6	15711.7	87.6	1207.61
87.5	14503.8	87.6	15711.6	88.6	1207.89
88.5	14503.9	88.6	15711.7	89.6	1207.65
89.5	14504	89.6	15711.6	90.6	1207.79
90.5	14503.8	90.6	15711.7	91.6	1208.08
91.5	14503.8	91.6	15711.9	92.6	1207.64
92.5	14503.9	92.6	15711.5	93.6	1207.69
93.5	14503.8	93.6	15711.5	94.6	1207.85
94.5	14503.8	94.6	15711.6	95.6	1207.65
95.5	14503.7	95.6	15711.4	96.6	1207.98
96.5	14503.6	96.6	15711.6	97.6	1207.72
97.5	14503.9	97.6	15711.4	98.6	1207.5
98.5	14503.8	98.6	15711.3	99.6	1208.19
99.5	14503.4	99.6	15711.8	100.6	1208.36
100.5	14503.5	100.6	15711.8	101.6	1207.98
101.5	14503.6	101.6	15711.5	102.6	1208.01
102.5	14503.3	102.6	15711.5	103.6	1208.38
103.5	14503.3	103.6	15711.7	104.6	1208.31
104.5	14503.2	104.6	15711.6	105.6	1208.3
105.5	14503.3	105.6	15711.6	106.6	1208.4
106.5	14503.3	106.6	15711.7	107.6	1208.5
107.5	14503.2	107.6	15711.8	108.6	1208.16
108.5	14503.3	108.6	15711.4	109.6	1208.54
