Sensorgram Fc=1_X	Sensorgram Fc=1_Y	Sensorgram Fc=2_X	Sensorgram Fc=2_Y	 Fc2 - Fc1_X	 Fc2 - Fc1_Y
0.5	14508.8	0.6	15687.8	1.6	1178.98
1.5	14508.7	1.6	15687.7	2.6	1179.27
2.5	14508.5	2.6	15687.9	3.6	1179.29
3.5	14508.4	3.6	15687.8	4.6	1179.26
4.5	14508.7	4.6	15687.8	5.6	1179.08
5.5	14508.7	5.6	15687.8	6.6	1179.04
6.5	14508.8	6.6	15687.8	7.6	1179.25
7.5	14508.6	7.6	15687.9	8.6	1179.15
8.5	14508.8	8.6	15687.8	9.6	1179.15
9.5	14508.6	9.6	15687.8	10.6	1179.03
10.5	14508.8	10.6	15687.8	11.6	1179.15
11.5	14508.6	11.6	15687.9	12.6	1179.33
12.5	14508.6	12.6	15688	13.6	1179.2
13.5	14508.6	13.6	15687.8	14.6	1179.17
14.5	14508.6	14.6	15687.8	15.6	1179.02
15.5	14508.6	15.6	15687.6	16.6	1178.75
16.5	14508.7	16.6	15687.4	17.6	1178.89
17.5	14508.6	17.6	15687.5	18.6	1178.75
18.5	14508.4	18.6	15687.2	19.6	1179.17
19.5	14508.2	19.6	15687.5	20.6	1179.2
20.5	14508.6	20.6	15687.6	21.6	1179.08
21.5	14508.3	21.6	15687.5	22.6	1179.38
22.5	14508.3	22.6	15687.7	23.6	1179.29
23.5	14507.9	23.6	15687.4	24.6	1179.5
24.5	14507.8	24.6	15687.4	25.6	1179.32
25.5	14507.8	25.6	15687.1	26.6	1179.27
26.5	14507.4	26.6	15686.9	27.6	1179.6
27.5	14508	27.6	15687.3	28.6	1179.28
28.5	14507.8	28.6	15687.2	29.6	1179.06
29.5	14508	29.6	15686.9	30.6	1178.44
30.5	14506.8	30.6	15685.8	31.6	1178.85
31.5	14506.7	31.6	15685.6	32.6	1179.04
32.5	14506.7	32.6	15685.7	33.6	1179.19
33.5	14506.4	33.6	15685.7	34.6	1179.91
34.5	14508.4	34.6	15687.3	35.6	1178.73
35.5	14508.4	35.6	15687.1	36.6	1178.92
36.5	14508.5	36.6	15687.4	37.6	1178.72
37.5	14508.7	37.6	15687.3	38.6	1178.61
38.5	14508.6	38.6	15687.3	39.6	1178.78
39.5	14508.7	39.6	15687.4	40.6	1178.79
40.5	14508.6	40.6	15687.4	41.6	1178.86
41.5	14508.7	41.6	15687.5	42.6	1178.56
42.5	14508.5	42.6	15687.1	43.6	1178.86
43.5	14508.1	43.6	15687.2	44.6	1178.78
44.5	14508.1	44.6	15686.9	45.6	1178.85
45.5	14508.1	45.6	15686.9	46.6	1179.1
46.5	14507.9	46.6	15687.1	47.6	1179.09
47.5	14508.1	47.6	15687.1	48.6	1178.92
48.5	14508.2	48.6	15687	49.6	1178.9
49.5	14508.1	49.6	15687	50.6	1179.13
50.5	14508	50.6	15687.2	51.6	1179.09
51.5	14507.9	51.6	15687	52.6	1179.12
52.5	14507.7	52.6	15686.9	53.6	1179.09
53.5	14507.7	53.6	15686.8	54.6	1179.37
54.5	14508.1	54.6	15687.3	55.6	1178.86
55.5	14508	55.6	15686.9	56.6	1178.89
56.5	14507.9	56.6	15686.8	57.6	1178.95
57.5	14507.9	57.6	15686.8	58.6	1179.01
58.5	14507.8	58.6	15686.8	59.6	1179.09
59.5	14507.6	59.6	15686.8	60.6	1179.14
60.5	14507.8	60.6	15686.8	61.6	1179.12
61.5	14507.8	61.6	15686.9	62.6	1179.28
62.5	14507.4	62.6	15686.9	63.6	1179.21
63.5	14507.7	63.6	15686.8	64.6	1179.09
64.5	14507.6	64.6	15686.8	65.6	1179.21
65.5	14507.8	65.6	15686.9	66.6	1179.39
66.5	14507.7	66.6	15687.1	67.6	1178.94
67.5	14507.8	67.6	15686.7	68.6	1178.76
68.5	14507.8	68.6	15686.6	69.6	1179.1
69.5	14507.6	69.6	15686.8	70.6	1179.39
70.5	14507.8	70.6	15687.1	71.6	1178.95
71.5	14507.8	71.6	15686.7	72.6	1179.12
72.5	14507.7	72.6	15686.9	73.6	1179.16
73.5	14507.9	73.6	15687	74.6	1178.98
74.5	14507.8	74.6	15686.8	75.6	1179.08
75.5	14507.8	75.6	15686.9	76.6	1179.04
76.5	14507.7	76.6	15686.8	77.6	1179.13
77.5	14507.5	77.6	15686.7	78.6	1178.91
78.5	14507.8	78.6	15686.6	79.6	1179.33
79.5	14507.8	79.6	15687.1	80.6	1178.96
80.5	14507.8	80.6	15686.7	81.6	1179.01
81.5	14507.8	81.6	15686.8	82.6	1178.66
82.5	14508	82.6	15686.5	83.6	1178.98
83.5	14507.4	83.6	15686.7	84.6	1179.04
84.5	14507.7	84.6	15686.6	85.6	1179.08
85.5	14507.7	85.6	15686.8	86.6	1179.16
86.5	14507.6	86.6	15686.8	87.6	1179.41
87.5	14507.7	87.6	15687.1	88.6	1179.13
88.5	14507.8	88.6	15686.9	89.6	1178.98
89.5	14507.7	89.6	15686.8	90.6	1178.84
90.5	14507.8	90.6	15686.6	91.6	1178.98
91.5	14507.8	91.6	15686.7	92.6	1178.9
92.5	14507.8	92.6	15686.7	93.6	1179.07
93.5	14507.7	93.6	15686.8	94.6	1179.06
94.5	14507.7	94.6	15686.8	95.6	1178.97
95.5	14507.9	95.6	15686.8	96.6	1179.18
96.5	14507.7	96.6	15687	97.6	1179.03
97.5	14507.5	97.6	15686.6	98.6	1178.91
98.5	14507.6	98.6	15686.5	99.6	1178.69
99.5	14507.5	99.6	15686.3	100.6	1178.86
100.5	14507.6	100.6	15686.4	101.6	1178.41
101.5	14507.7	101.6	15686.1	102.6	1178.5
102.5	14507.4	102.6	15686.1	103.6	1178.61
103.5	14507.8	103.6	15686.2	104.6	1178.55
104.5	14507.8	104.6	15686.3	105.6	1178.48
105.5	14507.8	105.6	15686.3	106.6	1178.51
106.5	14507.6	106.6	15686.2	107.6	1178.68
107.5	14507.7	107.6	15686.3	108.6	1178.74
108.5	14507.4	108.6	15686.3	109.6	1179.05
109.5	14507.3	109.6	15686.4	110.6	1178.88
110.5	14507.8	110.6	15686.4	111.6	1178.59
111.5	14507.7	111.6	15686.3	112.6	1178.5
112.5	14507.7	112.6	15686.2	113.6	1178.43
113.5	14507.7	113.6	15686.1	114.6	1178.42
114.5	14507.9	114.6	15686.3	115.6	1178.39
115.5	14507.7	115.6	15686.2	116.6	1178.64
116.5	14507.7	116.6	15686.4	117.6	1178.73
117.5	14507.7	117.6	15686.4	118.6	1178.59
118.5	14507.6	118.6	15686.2	119.6	1178.59
119.5	14507.7	119.6	15686.2	120.6	1178.44
120.5	14507.8	120.6	15686.2	121.6	1178.51
121.5	14507.8	121.6	15686.3	122.6	1178.81
122.5	14507.8	122.6	15686.6	123.6	1178.74
123.5	14507.8	123.6	15686.6	124.6	1178.52
124.5	14507.5	124.6	15686.2	125.6	1179.09
125.5	14507.4	125.6	15686.5	126.6	1178.76
126.5	14507.6	126.6	15686.3	127.6	1178.76
127.5	14507.5	127.6	15686.3	128.6	1178.94
128.5	14507.5	128.6	15686.4	129.6	1178.88
129.5	14507.7	129.6	15686.4	130.6	1176.88
130.5	14513.1	130.6	15687.3	131.6	1179.52
131.5	14518.1	131.6	15695.1	132.6	1178.56
132.5	14517.8	132.6	15696.5	133.6	1178.97
133.5	14518.2	133.6	15697	134.6	1179.14
134.5	14517.8	134.6	15697.1	135.6	1179.42
135.5	14517.9	135.6	15697.3	136.6	1179.78
136.5	14518	136.6	15697.7	137.6	1179.92
137.5	14517.9	137.6	15697.9	138.6	1180.32
138.5	14517.8	138.6	15698.2	139.6	1180.55
139.5	14517.9	139.6	15698.4	140.6	1180.79
140.5	14517.8	140.6	15698.7	141.6	1181.21
141.5	14517.6	141.6	15698.9	142.6	1181.26
142.5	14517.9	142.6	15699	143.6	1181.32
143.5	14517.7	143.6	15699.1	144.6	1181.53
144.5	14517.7	144.6	15699.2	145.6	1181.83
145.5	14517.6	145.6	15699.5	146.6	1182.12
146.5	14517.7	146.6	15699.8	147.6	1181.95
147.5	14517.6	147.6	15699.6	148.6	1182.41
148.5	14517.6	148.6	15700	149.6	1182.9
149.5	14517.3	149.6	15700.4	150.6	1183.23
150.5	14517.5	150.6	15700.6	151.6	1183.01
151.5	14517.7	151.6	15700.6	152.6	1183.15
152.5	14517.6	152.6	15700.8	153.6	1183.56
153.5	14517.3	153.6	15701	154.6	1183.81
154.5	14517.4	154.6	15701.2	155.6	1183.87
155.5	14517.5	155.6	15701.3	156.6	1183.91
156.5	14517.5	156.6	15701.4	157.6	1183.88
157.5	14517.6	157.6	15701.4	158.6	1184.05
158.5	14517.4	158.6	15701.5	159.6	1184.5
159.5	14517.5	159.6	15701.9	160.6	1184.5
160.5	14517.3	160.6	15701.9	161.6	1184.94
161.5	14517.3	161.6	15702.2	162.6	1184.97
162.5	14517.5	162.6	15702.4	163.6	1184.9
163.5	14517.5	163.6	15702.4	164.6	1185.21
164.5	14517.3	164.6	15702.6	165.6	1185.28
165.5	14517.1	165.6	15702.5	166.6	1185.47
166.5	14517.4	166.6	15702.7	167.6	1185.61
167.5	14517	167.6	15702.8	168.6	1185.96
168.5	14517	168.6	15703	169.6	1186.07
169.5	14517.1	169.6	15703.1	170.6	1186.61
170.5	14516.8	170.6	15703.5	171.6	1186.57
171.5	14516.8	171.6	15703.4	172.6	1186.77
172.5	14516.9	172.6	15703.6	173.6	1187.05
173.5	14516.9	173.6	15703.9	174.6	1186.94
174.5	14517.3	174.6	15704	175.6	1187.04
175.5	14516.8	175.6	15704.1	176.6	1187.43
176.5	14516.7	176.6	15704.2	177.6	1187.63
177.5	14516.7	177.6	15704.4	178.6	1187.71
178.5	14517	178.6	15704.5	179.6	1187.93
179.5	14516.8	179.6	15704.8	180.6	1188.2
180.5	14516.8	180.6	15705	181.6	1188.12
181.5	14517	181.6	15705	182.6	1188.24
