Sensorgram Fc=1_X	Sensorgram Fc=1_Y	Sensorgram Fc=2_X	Sensorgram Fc=2_Y	 Fc2 - Fc1_X	 Fc2 - Fc1_Y
0.5	14507.8	0.6	15690.3	1.6	1182.23
1.5	14508	1.6	15690.1	2.6	1182.2
2.5	14507.8	2.6	15690.1	3.6	1182.5
3.5	14507.7	3.6	15690.3	4.6	1182.27
4.5	14507.8	4.6	15690	5.6	1182.05
5.5	14507.8	5.6	15689.9	6.6	1182.06
6.5	14507.7	6.6	15689.8	7.6	1182.51
7.5	14507.6	7.6	15690.2	8.6	1182.49
8.5	14507.7	8.6	15690.2	9.6	1182.26
9.5	14507.7	9.6	15690	10.6	1182.15
10.5	14507.9	10.6	15690	11.6	1182.17
11.5	14507.6	11.6	15689.9	12.6	1182.29
12.5	14507.9	12.6	15690	13.6	1182.23
13.5	14507.5	13.6	15689.9	14.6	1182.33
14.5	14507.8	14.6	15690	15.6	1182.38
15.5	14507.6	15.6	15690	16.6	1182.52
16.5	14507.8	16.6	15690.2	17.6	1182.23
17.5	14507.5	17.6	15689.9	18.6	1182.34
18.5	14507.4	18.6	15689.8	19.6	1182.06
19.5	14507.6	19.6	15689.5	20.6	1182.38
20.5	14507.4	20.6	15689.9	21.6	1182.48
21.5	14507.6	21.6	15690	22.6	1182.13
22.5	14507.6	22.6	15689.7	23.6	1182.06
23.5	14507.6	23.6	15689.6	24.6	1182.12
24.5	14507.2	24.6	15689.5	25.6	1182.52
25.5	14507.1	25.6	15689.7	26.6	1181.76
26.5	14507	26.6	15688.8	27.6	1182.29
27.5	14507.6	27.6	15689.6	28.6	1181.87
28.5	14507.5	28.6	15689.4	29.6	1181.93
29.5	14507.4	29.6	15689.4	30.6	1181.84
30.5	14506.7	30.6	15688.9	31.6	1181.66
31.5	14505.8	31.6	15687.9	32.6	1182.07
32.5	14505.9	32.6	15688	33.6	1182.3
33.5	14505.9	33.6	15688.2	34.6	1182.86
34.5	14507	34.6	15689.3	35.6	1182.48
35.5	14507.8	35.6	15689.9	36.6	1181.95
36.5	14507.9	36.6	15689.8	37.6	1181.87
37.5	14508.1	37.6	15689.9	38.6	1181.96
38.5	14507.8	38.6	15689.9	39.6	1182.02
39.5	14507.7	39.6	15689.8	40.6	1182.13
40.5	14507.7	40.6	15689.8	41.6	1182.05
41.5	14507.7	41.6	15689.8	42.6	1181.98
42.5	14507.7	42.6	15689.7	43.6	1181.89
43.5	14507.4	43.6	15689.4	44.6	1182.22
44.5	14507.2	44.6	15689.5	45.6	1181.96
45.5	14507.4	45.6	15689.3	46.6	1182.02
46.5	14507.4	46.6	15689.4	47.6	1181.93
47.5	14507.4	47.6	15689.3	48.6	1182.19
48.5	14507.3	48.6	15689.5	49.6	1182.16
49.5	14507.4	49.6	15689.5	50.6	1182.27
50.5	14507.2	50.6	15689.6	51.6	1182.09
51.5	14507.2	51.6	15689.3	52.6	1182.28
52.5	14507.1	52.6	15689.5	53.6	1182.17
53.5	14507	53.6	15689.3	54.6	1182.21
54.5	14507.1	54.6	15689.3	55.6	1182.02
55.5	14507.2	55.6	15689.2	56.6	1182.11
56.5	14507.2	56.6	15689.3	57.6	1182.28
57.5	14507.3	57.6	15689.5	58.6	1182.29
58.5	14507.1	58.6	15689.5	59.6	1182.15
59.5	14507.2	59.6	15689.3	60.6	1182.19
60.5	14507	60.6	15689.3	61.6	1182.59
61.5	14506.8	61.6	15689.5	62.6	1182.18
62.5	14507	62.6	15689.1	63.6	1182.14
63.5	14507	63.6	15689.2	64.6	1182.08
64.5	14507.2	64.6	15689.2	65.6	1182.02
65.5	14507.2	65.6	15689.2	66.6	1181.9
66.5	14507.3	66.6	15689.1	67.6	1181.91
67.5	14507.1	67.6	15689.1	68.6	1181.84
68.5	14507.5	68.6	15689.1	69.6	1181.72
69.5	14507.2	69.6	15689	70.6	1181.81
70.5	14506.9	70.6	15688.8	71.6	1182.06
71.5	14507.3	71.6	15689.1	72.6	1181.6
72.5	14507.4	72.6	15688.9	73.6	1181.77
73.5	14507	73.6	15689	74.6	1182.16
74.5	14507.2	74.6	15689.3	75.6	1181.79
75.5	14507.3	75.6	15689	76.6	1181.92
76.5	14507.1	76.6	15689.1	77.6	1182.14
77.5	14507	77.6	15689.2	78.6	1182.12
78.5	14507.2	78.6	15689.2	79.6	1181.97
79.5	14507.2	79.6	15689.1	80.6	1182.2
80.5	14507.2	80.6	15689.4	81.6	1182.01
81.5	14507.1	81.6	15689.2	82.6	1182.11
82.5	14507.1	82.6	15689.2	83.6	1182.06
83.5	14507	83.6	15689.1	84.6	1181.93
84.5	14507.2	84.6	15689	85.6	1182.01
85.5	14507.2	85.6	15689.2	86.6	1182.09
86.5	14507.1	86.6	15689.3	87.6	1181.89
87.5	14507	87.6	15689	88.6	1182.11
88.5	14507	88.6	15689.1	89.6	1182.1
89.5	14507	89.6	15689.1	90.6	1182.13
90.5	14507	90.6	15689.1	91.6	1181.98
91.5	14507.2	91.6	15689.1	92.6	1181.87
92.5	14507.2	92.6	15689	93.6	1182.02
93.5	14507.1	93.6	15689.2	94.6	1181.81
94.5	14507.3	94.6	15689	95.6	1181.95
95.5	14507	95.6	15689.1	96.6	1182.23
96.5	14506.8	96.6	15689.1	97.6	1182.2
97.5	14507.1	97.6	15689.1	98.6	1181.58
98.5	14507.1	98.6	15688.7	99.6	1181.79
99.5	14506.6	99.6	15688.7	100.6	1182.16
100.5	14506.6	100.6	15688.8	101.6	1181.98
101.5	14506.7	101.6	15688.6	102.6	1182.13
102.5	14506.4	102.6	15688.7	103.6	1181.83
103.5	14507	103.6	15688.5	104.6	1181.75
104.5	14507	104.6	15688.8	105.6	1181.72
105.5	14506.7	105.6	15688.6	106.6	1181.75
106.5	14507	106.6	15688.6	107.6	1181.81
107.5	14506.9	107.6	15688.7	108.6	1181.71
108.5	14507	108.6	15688.7	109.6	1181.68
109.5	14506.8	109.6	15688.6	110.6	1181.82
110.5	14506.9	110.6	15688.7	111.6	1181.83
111.5	14506.7	111.6	15688.6	112.6	1181.94
112.5	14506.6	112.6	15688.6	113.6	1182.04
