Sensorgram Fc=1_X	Sensorgram Fc=1_Y	Sensorgram Fc=2_X	Sensorgram Fc=2_Y	 Fc2 - Fc1_X	 Fc2 - Fc1_Y
0.5	17631.6	0.6	19062.8	1.6	1431.32
1.5	17631.2	1.6	19062.7	2.6	1431.54
2.5	17631.2	2.6	19062.7	3.6	1431.29
3.5	17631.3	3.6	19062.5	4.6	1431.5
4.5	17631.2	4.6	19062.7	5.6	1431.47
5.5	17631.2	5.6	19062.6	6.6	1431.47
6.5	17631.1	6.6	19062.6	7.6	1431.31
7.5	17631.3	7.6	19062.5	8.6	1431.26
8.5	17631.2	8.6	19062.5	9.6	1430.96
9.5	17631.2	9.6	19062.2	10.6	1431.4
10.5	17630.9	10.6	19062.5	11.6	1431.69
11.5	17631.1	11.6	19062.7	12.6	1431.56
12.5	17631.1	12.6	19062.6	13.6	1431.43
13.5	17631	13.6	19062.5	14.6	1431.43
14.5	17631.1	14.6	19062.5	15.6	1431.6
15.5	17631	15.6	19062.7	16.6	1431.5
16.5	17631.2	16.6	19062.6	17.6	1431.47
17.5	17631	17.6	19062.5	18.6	1431.18
18.5	17631.1	18.6	19062.2	19.6	1431.16
19.5	17631.2	19.6	19062.3	20.6	1431.24
20.5	17631	20.6	19062.3	21.6	1431.32
21.5	17631.2	21.6	19062.5	22.6	1431.22
22.5	17631.2	22.6	19062.5	23.6	1431.18
23.5	17631.1	23.6	19062.4	24.6	1430.94
24.5	17630.8	24.6	19061.9	25.6	1431.08
25.5	17630.8	25.6	19061.9	26.6	1431.28
26.5	17630.1	26.6	19061.7	27.6	1431.98
27.5	17630.7	27.6	19062.4	28.6	1431.66
28.5	17630.6	28.6	19062.3	29.6	1431.81
29.5	17630.8	29.6	19062.5	30.6	1431.31
30.5	17629.5	30.6	19061.4	31.6	1431.62
31.5	17629.1	31.6	19060.9	32.6	1431.43
32.5	17629.1	32.6	19060.6	33.6	1431.49
33.5	17629.3	33.6	19060.7	34.6	1432.41
34.5	17630.7	34.6	19062.4	35.6	1431.39
35.5	17631.2	35.6	19062.3	36.6	1431.22
36.5	17631.3	36.6	19062.5	37.6	1431.12
37.5	17631.1	37.6	19062.3	38.6	1431.1
38.5	17631.3	38.6	19062.3	39.6	1431.08
39.5	17631.4	39.6	19062.4	40.6	1431.1
40.5	17631.3	40.6	19062.4	41.6	1431.01
41.5	17631.2	41.6	19062.3	42.6	1431.05
42.5	17631.2	42.6	19062.2	43.6	1430.99
43.5	17631.1	43.6	19062.1	44.6	1431.02
44.5	17630.9	44.6	19062	45.6	1430.96
45.5	17630.9	45.6	19061.9	46.6	1430.72
46.5	17630.9	46.6	19061.6	47.6	1431.2
47.5	17630.8	47.6	19062.1	48.6	1431.13
48.5	17630.8	48.6	19061.9	49.6	1431.08
49.5	17630.6	49.6	19061.8	50.6	1431.26
