Sensorgram Fc=1_X	Sensorgram Fc=1_Y	Sensorgram Fc=2_X	Sensorgram Fc=2_Y	 Fc2 - Fc1_X	 Fc2 - Fc1_Y
0.5	17629.8	0.6	19111.9	1.6	1482.38
1.5	17629.7	1.6	19112.1	2.6	1482.39
2.5	17629.7	2.6	19112.1	3.6	1482.33
3.5	17629.7	3.6	19112	4.6	1482.5
4.5	17629.5	4.6	19112.1	5.6	1482.33
5.5	17629.7	5.6	19112	6.6	1482.08
6.5	17629.7	6.6	19111.8	7.6	1482.42
7.5	17629.7	7.6	19112.1	8.6	1482.25
8.5	17629.7	8.6	19112	9.6	1482.35
9.5	17629.5	9.6	19112	10.6	1482.35
10.5	17629.9	10.6	19112	11.6	1482.09
11.5	17629.6	11.6	19111.8	12.6	1482.2
12.5	17629.6	12.6	19111.8	13.6	1482.32
13.5	17629.6	13.6	19111.9	14.6	1482.47
14.5	17629.5	14.6	19112	15.6	1482.17
15.5	17629.8	15.6	19111.9	16.6	1482.22
16.5	17629.6	16.6	19111.9	17.6	1482.21
17.5	17629.8	17.6	19111.9	18.6	1481.96
18.5	17629.9	18.6	19111.8	19.6	1482.05
19.5	17629.8	19.6	19111.9	20.6	1482.3
20.5	17629.8	20.6	19112.1	21.6	1482.19
21.5	17629.6	21.6	19111.9	22.6	1482.3
22.5	17629.9	22.6	19112	23.6	1482.15
23.5	17629.5	23.6	19111.9	24.6	1482.19
24.5	17629.5	24.6	19111.7	25.6	1481.92
25.5	17629.5	25.6	19111.4	26.6	1482.38
26.5	17628.9	26.6	19111.6	27.6	1482.58
27.5	17629.6	27.6	19111.8	28.6	1482.28
28.5	17629.6	28.6	19111.9	29.6	1482.54
29.5	17629.5	29.6	19112.1	30.6	1482.17
30.5	17628.7	30.6	19111.3	31.6	1482.32
31.5	17627.8	31.6	19110.6	32.6	1482.68
32.5	17627.7	32.6	19110.5	33.6	1482.51
33.5	17628	33.6	19110.4	34.6	1482.96
34.5	17629.5	34.6	19111.7	35.6	1482.13
35.5	17630	35.6	19111.9	36.6	1481.67
36.5	17630	36.6	19111.7	37.6	1482.12
37.5	17629.9	37.6	19112.1	38.6	1482.07
38.5	17630	38.6	19112	39.6	1482.11
39.5	17630.1	39.6	19112.2	40.6	1482.27
40.5	17630.1	40.6	19112.4	41.6	1481.79
41.5	17630.2	41.6	19111.9	42.6	1482
42.5	17630.1	42.6	19112.1	43.6	1481.93
43.5	17629.8	43.6	19111.8	44.6	1482.16
44.5	17629.9	44.6	19112	45.6	1482.01
45.5	17629.8	45.6	19111.9	46.6	1482.13
46.5	17629.8	46.6	19111.9	47.6	1482.25
47.5	17629.7	47.6	19112	48.6	1482.29
48.5	17629.8	48.6	19112	49.6	1482.22
49.5	17629.7	49.6	19112	50.6	1482.23
50.5	17629.6	50.6	19111.9	51.6	1482.36
51.5	17629.8	51.6	19112.1	52.6	1482.33
52.5	17629.7	52.6	19112.1	53.6	1482.25
53.5	17629.7	53.6	19112	54.6	1482.24
54.5	17629.9	54.6	19112.1	55.6	1482.21
55.5	17629.7	55.6	19112	56.6	1482.19
56.5	17629.8	56.6	19111.9	57.6	1482.26
57.5	17629.6	57.6	19111.9	58.6	1482.39
58.5	17629.9	58.6	19112.1	59.6	1482.39
59.5	17629.6	59.6	19112.1	60.6	1482.33
60.5	17629.9	60.6	19112.1	61.6	1482.03
61.5	17629.9	61.6	19111.9	62.6	1482
62.5	17629.8	62.6	19111.9	63.6	1482
63.5	17629.8	63.6	19111.8	64.6	1482.45
64.5	17629.7	64.6	19112.2	65.6	1482.17
65.5	17630	65.6	19112	66.6	1482.33
66.5	17629.6	66.6	19112.1	67.6	1482.25
67.5	17629.8	67.6	19112	68.6	1482.28
68.5	17629.7	68.6	19112.1	69.6	1482.19
69.5	17629.7	69.6	19111.9	70.6	1482.28
70.5	17630.1	70.6	19112.2	71.6	1481.89
71.5	17630	71.6	19112	72.6	1482.31
72.5	17629.7	72.6	19112.1	73.6	1482.41
73.5	17629.8	73.6	19112.2	74.6	1482.36
74.5	17629.7	74.6	19112.1	75.6	1482.25
75.5	17629.8	75.6	19112	76.6	1482.39
76.5	17629.7	76.6	19112.1	77.6	1482.2
77.5	17629.9	77.6	19112	78.6	1482.24
78.5	17629.9	78.6	19112.1	79.6	1482.11
79.5	17630.1	79.6	19112.1	80.6	1482.25
80.5	17629.9	80.6	19112.2	81.6	1482.25
81.5	17629.8	81.6	19112.1	82.6	1482.26
82.5	17629.9	82.6	19112.1	83.6	1482.21
83.5	17630	83.6	19112.2	84.6	1482.21
84.5	17630	84.6	19112.2	85.6	1482.03
